sample_id,mass_loaded_kg,grade_pct,friction_mu,visibility_m,comm_confidence,curve_radius_m,v_safe_kmh,v_stop_kmh,v_retarder_kmh,s_stop_m,h_safe_m,active_constraint,is_physically_safe
343,155520.17579346354,9.406792451153406,0.23593136254778702,16.668354148959818,0.8727302504846018,35.0,16.493837655121226,16.493837655121226,36.46077010218056,11.668354148959821,16.66835414895982,STOPPING_DISTANCE,True
344,165851.49181081197,4.617328136123822,0.45231313973937487,26.640770033888135,0.9373532942158644,inf,20.0,32.07255739374283,125.99999988298863,21.64077003388813,26.64077003388813,SITE_SPEED_LIMIT,True
345,164862.42547474682,4.3685070261517955,0.5679295146468883,37.827870289357854,0.15890816766935356,inf,20.0,38.29855561846808,125.99999988298863,32.827870289357854,37.827870289357854,SITE_SPEED_LIMIT,True
346,173861.2579833487,1.313494081449067,0.6229180703307264,22.947621336667826,0.4720604341969983,35.0,20.0,27.598382202812832,150.0,17.947621336667822,22.947621336667822,SITE_SPEED_LIMIT,True
347,160118.12364358315,2.469787990719998,0.38734116994732715,45.78145612344665,0.271949726128631,50.0,20.0,45.413817132436236,125.99999988298863,40.781456123446645,45.781456123446645,SITE_SPEED_LIMIT,True
348,160537.7208032155,4.288868788610386,0.3938486570334297,43.015524632870964,0.15638180440344795,inf,20.0,42.08511278647817,125.99999988298863,38.01552463287097,43.01552463287097,SITE_SPEED_LIMIT,True
349,152878.7986986353,3.4734332625884266,0.3076381888714213,45.49250055592726,0.6637896861755891,inf,20.0,44.285114259719876,125.99999988298863,40.49250055592725,45.49250055592725,SITE_SPEED_LIMIT,True
350,169420.22698180526,1.279882085335864,0.43770674629725703,44.69610264269271,0.8278683753221728,inf,20.0,47.83157983974409,150.0,39.696102642692715,44.696102642692715,SITE_SPEED_LIMIT,True
351,169423.03394931345,9.812970904972467,0.2808349202948149,16.54385280999115,0.19809763275974013,inf,16.251916953207022,16.251916953207022,34.54045113701375,11.54385280999115,16.54385280999115,STOPPING_DISTANCE,True
352,160404.0993063964,3.382631053323484,0.33940719754774457,18.891443451793787,0.9673561777882752,35.0,20.0,24.450058025446847,125.99999988298863,13.891443451793787,18.891443451793787,SITE_SPEED_LIMIT,True
353,161327.04211600975,8.506160578411379,0.4831868189810282,30.255025472713623,0.11476887186921747,50.0,20.0,30.61991804139825,41.62383330713958,25.25502547271362,30.25502547271362,SITE_SPEED_LIMIT,True
354,160948.73781492808,4.039778763265483,0.5770949959586731,29.414561152794032,0.5488386567200587,50.0,20.0,33.20144060419754,125.99999988298863,24.41456115279404,29.41456115279404,SITE_SPEED_LIMIT,True
355,164586.76107480907,4.8469628713004695,0.33913962940005643,12.45985430734741,0.8499753714806619,50.0,15.406400336220134,15.406400336220134,116.7038171315566,7.459854307347412,12.459854307347413,STOPPING_DISTANCE,True
356,160854.9154017082,0.9756251023929974,0.4610567925709539,43.78941087819225,0.7492837126957764,inf,20.0,46.94910371642053,150.0,38.78941087819225,43.78941087819225,SITE_SPEED_LIMIT,True
357,165103.96853837703,8.064036172328395,0.3181848021439939,25.665794491863114,0.7862781993840331,inf,20.0,27.946542706678233,44.761150304116306,20.66579449186311,25.66579449186311,SITE_SPEED_LIMIT,True
358,161359.98529385432,3.397774715618851,0.4906967156795805,44.24610650101145,0.7584250178691111,inf,20.0,46.0163538583234,125.99999988298863,39.246106501011454,44.246106501011454,SITE_SPEED_LIMIT,True
359,157769.35983719918,8.778300781520409,0.6047024487661025,44.581183472818815,0.23879621138153928,35.0,20.0,41.09379911499909,39.91028957728297,39.58118347281883,44.58118347281883,SITE_SPEED_LIMIT,True
360,165474.9687567815,5.601822583749119,0.4952932585739239,38.782827814970624,0.5525136147827252,inf,20.0,40.022628123607575,80.04382922340186,33.78282781497063,38.78282781497063,SITE_SPEED_LIMIT,True
361,169415.5488857358,5.387017979527142,0.3369157949848207,27.40156286154306,0.656780104724294,35.0,20.0,30.953662355734966,86.82189246017488,22.401562861543063,27.401562861543063,SITE_SPEED_LIMIT,True
362,164610.81401493598,3.973813904853165,0.2382144316501567,9.203358738888301,0.19560927304451503,inf,8.03761117496526,8.03761117496526,125.99999988298863,4.203358738888301,9.203358738888301,STOPPING_DISTANCE,True
363,155846.15775802566,7.9285441903383935,0.5221038461426063,30.99170146465209,0.7979141596158941,100.0,20.0,33.894174030709465,45.82446443472058,25.991701464652095,30.991701464652095,SITE_SPEED_LIMIT,True
364,166003.25901977843,1.9584081258691888,0.48206668313804407,45.363106869059045,0.44760294032021697,50.0,20.0,46.16657256819216,150.0,40.363106869059045,45.363106869059045,SITE_SPEED_LIMIT,True
365,161782.2508384127,8.57179256998753,0.3969165705822331,45.77644646445949,0.9835214727152221,35.0,20.0,44.84974523185504,41.19671466629952,40.77644646445949,45.77644646445949,SITE_SPEED_LIMIT,True
366,170149.8040879058,5.9811262936901795,0.22273862495122804,6.502262080387155,0.7326352347008328,inf,3.8807023177838933,3.8807023177838933,70.8104476434365,1.5022620803871543,6.502262080387155,STOPPING_DISTANCE,True
367,164002.35663335296,6.15298025069802,0.32648327368146773,8.755883824522249,0.8036035354415352,50.0,8.968662614191915,8.968662614191915,67.40621133383362,3.7558838245222477,8.755883824522247,STOPPING_DISTANCE,True
368,159184.0526947318,3.1966683244054472,0.4698756441059605,49.47871952354345,0.12243389835894103,50.0,20.0,46.89912776702115,125.99999988298863,44.478719523543454,49.478719523543454,SITE_SPEED_LIMIT,True
369,159688.0323592656,8.81927758304644,0.3567816920238678,24.237035956427682,0.01260751997575904,35.0,20.0,25.1509778259368,39.66487578403206,19.237035956427682,24.237035956427682,SITE_SPEED_LIMIT,True
370,167141.53548603825,0.9303048646002721,0.3145916892442972,6.321387159607655,0.20975294768368136,50.0,3.2032512815857364,3.2032512815857364,150.0,1.3213871596076552,6.321387159607655,STOPPING_DISTANCE,True
371,160973.14086474827,8.581770531571639,0.48927781424494055,41.85785812377453,0.7102427986233115,inf,20.0,41.18853422587724,41.13257745902986,36.857858123774534,41.857858123774534,SITE_SPEED_LIMIT,True
372,167982.21169780334,9.88065566652774,0.5280837715472491,45.558320484859195,0.314060794992732,inf,20.0,41.33719930464256,34.240506301783036,40.55832048485921,45.55832048485921,SITE_SPEED_LIMIT,True
373,171484.97273280556,3.3520804737087273,0.29240280406615615,12.81927169110847,0.8259782127080818,50.0,15.38515954481507,15.38515954481507,125.99999988298863,7.8192716911084705,12.81927169110847,STOPPING_DISTANCE,True
374,164885.65968850558,7.190774473538556,0.6168759559972546,23.905342753147625,0.7396713007267637,50.0,20.0,27.810587277268684,52.70467508565634,18.90534275314762,23.90534275314762,SITE_SPEED_LIMIT,True
